Name,Phone,Address,Website,ABN,URL
Benaraby Sawmill,(07) 4975 0154,"199 Awoonga Dam Rd, Benaraby QLD 4680",,64140074951,https://www.yellowpages.com.au/qld/benaraby/benaraby-sawmill-13835963-listing.html
McKay Timber,(03) 6272 6941,"Wrights Ave, Glenorchy TAS 7010",,33009587964,https://www.yellowpages.com.au/tas/glenorchy/mckay-timber-1000002912515-listing.html
Henson Sawmilling,(02) 6644 7801,"230 Orchard Rd, Mountain View NSW 2460",,61006554543,https://www.yellowpages.com.au/nsw/mountain-view/henson-sawmilling-11954401-listing.html
Complete Greenwaste Services,0427 994 559,,,80431176722,https://www.yellowpages.com.au/sup/complete-greenwaste-services-13388939-listing.html
Schwabenforest Pty Ltd,(03) 6394 4395,Rosevears TAS 7277,,91881074645,https://www.yellowpages.com.au/tas/rosevears/schwabenforest-pty-ltd-12398064-listing.html
Radial Timber Australia,(03) 5182 6355,Yarram VIC 3971,,67007284380,https://www.yellowpages.com.au/vic/yarram/radial-timber-australia-13069148-listing.html
Sawnrite,(03) 5573 5269,Croxton East VIC 3301,,93070819179,https://www.yellowpages.com.au/vic/croxton-east/sawnrite-14825521-listing.html
LONG FLAT TIMBERS,(02) 6587 7253,Yarras NSW 2446,http://longflattimbers.com.au,59578772927,https://www.yellowpages.com.au/nsw/yarras/long-flat-timbers-1000002313811-listing.html
Hayter L M & Sons Pty Ltd,(02) 4653 1352,"950 Silverdale Rd, Werombi NSW 2570",,75070498074,https://www.yellowpages.com.au/nsw/werombi/hayter-l-m-sons-pty-ltd-12799743-listing.html
Dent Timbers Pty ltd,(02) 6644 7013,"56 Clark Rd, Trenayr NSW 2460",,15082157328,https://www.yellowpages.com.au/nsw/trenayr/dent-timbers-pty-ltd-13002758-listing.html
Townsville Pallet & Crate Manufacturers,(07) 4774 5284,"Enterprise St, Bohle QLD 4818",,28053241553,https://www.yellowpages.com.au/qld/bohle/townsville-pallet-crate-manufacturers-13517734-listing.html
Woodford Timbers Pty Ltd,(07) 5496 1008,"Sawmill Rd, Woodford QLD 4514",,58658339223,https://www.yellowpages.com.au/qld/woodford/woodford-timbers-pty-ltd-14993254-listing.html
Howard Sawmill,(07) 4129 4976,"10 Old Bruce Hwy, Howard QLD 4659",,20010602285,https://www.yellowpages.com.au/qld/howard/howard-sawmill-12186000-listing.html
Milwise Pty Ltd,0417 985 318,Bedfordale WA 6112,,39079908973,https://www.yellowpages.com.au/wa/bedfordale/milwise-pty-ltd-12406292-listing.html
A E Girle & Sons,(07) 4675 1104,"Taloom St, Yelarbon QLD 4388",,22478985281,https://www.yellowpages.com.au/qld/yelarbon/a-e-girle-sons-12284196-listing.html
Alex Bridge Timber Mill,0428 182 285,"295 Great North Rd, Nillup WA 6288",,48383139258,https://www.yellowpages.com.au/wa/nillup/alex-bridge-timber-mill-13772542-listing.html
Womblebank Sawmilling Co,(07) 4626 1191,"116 Womblebank Gap Rd, Injune QLD 4454",,52606649585,https://www.yellowpages.com.au/qld/injune/womblebank-sawmilling-co-13318987-listing.html
Newells Creek Sawmilling Pty Ltd,(02) 4997 8123,"Markwell Rd, Markwell NSW 2423",,70000215421,https://www.yellowpages.com.au/nsw/markwell/newells-creek-sawmilling-pty-ltd-13174266-listing.html
O'Briens Sawmill,(07) 4947 1503,"Sawmill Dr, Proserpine QLD 4800",,76504690727,https://www.yellowpages.com.au/qld/proserpine/obriens-sawmill-13363703-listing.html
Lobb Street Sawmill,(07) 2145 0681,"123 Lobb St, Churchill QLD 4305",https://www.lobbstsawmill.com.au,75044048005,https://www.yellowpages.com.au/qld/churchill/lobb-street-sawmill-12518834-listing.html
Gnomes Landscaping & Garden Supplies,(02) 6551 0553,"152 Manning River Dr, Taree South NSW 2430",http://www.gnomes.com.au,67002732158,https://www.yellowpages.com.au/nsw/taree-south/gnomes-landscaping-garden-supplies-1000000740743-listing.html
Warburton Timber Co Pty Ltd,(03) 5966 6272,"22 Hazeldene Rd, Gladysdale VIC 3797",http://www.warburtontimber.com.au,46004527477,https://www.yellowpages.com.au/vic/gladysdale/warburton-timber-co-pty-ltd-13846782-listing.html
LONG FLAT TIMBERS,(02) 6587 7253,Yarras NSW 2446,http://longflattimbers.com.au,59578772927,https://www.yellowpages.com.au/nsw/yarras/long-flat-timbers-1000002313811-listing.html
Belmont Timber NSW Pty Ltd,(02) 9681 2100,"75 Lisbon St, Fairfield NSW 2165",http://www.belmonttimber.com.au,35000136774,https://www.yellowpages.com.au/nsw/fairfield/belmont-timber-nsw-pty-ltd-12359101-listing.html
Perry's Timber & Fencing,(02) 4261 7072,"56 Marshall St, Dapto NSW 2530",https://www.perrysfencing.com.au,65064355330,https://www.yellowpages.com.au/nsw/dapto/perrys-timber-fencing-13405390-listing.html
Tenterfield Timber & Hardware,(02) 6736 5801,"7 Clifton St, Tenterfield NSW 2372",http://tenterfieldtimber.com.au,54673909025,https://www.yellowpages.com.au/nsw/tenterfield/tenterfield-timber-hardware-12262008-listing.html
Timber Training Creswick,(03) 5345 2018,Creswick VIC 3363,http://www.timbertrainingcreswick.com.au,57005752689,https://www.yellowpages.com.au/vic/creswick/timber-training-creswick-15446664-listing.html
A Lewis & Co Pty Ltd,(03) 9578 6218,"302- 308 Jasper Rd, Ormond VIC 3204",http://www.alewistimber.com.au,64004175197,https://www.yellowpages.com.au/vic/ormond/a-lewis-co-pty-ltd-13869640-listing.html
Taminda Timbers,(02) 6765 8285,"24 Avro St, Taminda NSW 2340",,71096208650,https://www.yellowpages.com.au/nsw/taminda/taminda-timbers-12840385-listing.html
Bondi Junction Timber & Hardware Co,(02) 9387 2520,"47 Oxford St, Bondi Junction NSW 2022",,78110365968,https://www.yellowpages.com.au/nsw/bondi-junction/bondi-junction-timber-hardware-co-12000536-listing.html
Blacktown Building Supplies,1300 554 775,"3 Penny Pl, Arndell Park NSW 2148",http://www.blacktownbuildingsupplies.com.au,16055898407,https://www.yellowpages.com.au/nsw/arndell-park/blacktown-building-supplies-14325089-listing.html
Westimber Pty Ltd,(08) 9445 9588,"475 Scarborough Beach Rd, Osborne Park WA 6017",http://westimber.com.au,18042774742,https://www.yellowpages.com.au/wa/osborne-park/westimber-pty-ltd-13984757-listing.html
Bone Timber Industries,(08) 8297 8277,"856 South Rd, Edwardstown SA 5039",http://www.bonetimber.com.au,79653476110,https://www.yellowpages.com.au/sa/edwardstown/bone-timber-industries-12568222-listing.html
Moyle Bendale Timber Pty Ltd,(08) 8347 2751,"17-19 Cheltenham Parade, Cheltenham SA 5014",http://www.mbtimber.com,94007657981,https://www.yellowpages.com.au/sa/cheltenham/moyle-bendale-timber-pty-ltd-13030470-listing.html
Ramiens Timber Co Pty Ltd,(02) 6882 4266,"Cnr Fitzroy St and Cobbora Rd, Dubbo NSW 2830",http://www.ramienstimber.com.au,45001025314,https://www.yellowpages.com.au/nsw/dubbo/ramiens-timber-co-pty-ltd-12485992-listing.html
Williams Timber Pty Ltd,(02) 6652 3427,"291 - 309 Wears Rd, Central Bucca NSW 2450",,40000523982,https://www.yellowpages.com.au/nsw/central-bucca/williams-timber-pty-ltd-14925304-listing.html?isTopOfList=true&premiumProductId=400004922781
Van Steensel Timbers Pty Ltd,(03) 5943 2371,"421 Princes Hwy, Officer VIC 3809",http://www.vansteenseltimbers.com.au,36006322701,https://www.yellowpages.com.au/vic/officer/van-steensel-timbers-pty-ltd-13035238-listing.html
Treecycled,0460 310 510,"25 Malabar Dr, Moruya NSW 2537",https://www.treecycled.com.au,22108687743,https://www.yellowpages.com.au/nsw/moruya/treecycled-1000002952307-listing.html
DeMar H Hardware Timber & Building Supplies,(03) 9481 3200,"420 Hoddle St, Clifton Hill VIC 3068",http://www.demar.com.au,99065385462,https://www.yellowpages.com.au/vic/clifton-hill/demar-h-hardware-timber-building-supplies-15377724-listing.html
Machin's Sawmill,(02) 6553 4422,"Cnr Comboyne and Rifle Range Rds, Wingham NSW 2429",http://www.machinssawmill.com.au,76099038445,https://www.yellowpages.com.au/nsw/wingham/machins-sawmill-13189203-listing.html
Rouse Hill Landscape Supplies,(02) 9679 1218,"805A Windsor Rd, Box Hill NSW 2765",http://www.landscapesupplies.com.au,43055684672,https://www.yellowpages.com.au/nsw/box-hill/rouse-hill-landscape-supplies-12061454-listing.html
Platypus Timbers,(07) 4954 0144,"393 Kuttabul Mount Jukes Rd, Kuttabul QLD 4741",http://www.platypustimbers.com,60618320145,https://www.yellowpages.com.au/qld/kuttabul/platypus-timbers-14777899-listing.html
Whiteheads Timber Sales Portland Pty Ltd,(03) 5523 2789,"611 Henty Hwy, Portland VIC 3305",http://www.wtsales.com.au,61109018733,https://www.yellowpages.com.au/vic/portland/whiteheads-timber-sales-portland-pty-ltd-13200234-listing.html
Freeman Wauchope Pty Ltd,(08) 8294 3388,"93 Morphett Rd, Camden Park SA 5038",http://www.freemanwauchope.com.au/mobile,20007871883,https://www.yellowpages.com.au/sa/camden-park/freeman-wauchope-pty-ltd-12044340-listing.html
Cullity's The Laminex Group,13 2136,,http://www.thelaminexgroup.com.au,84103787958,https://www.yellowpages.com.au/sup/cullitys-the-laminex-group-13600860-listing.html
Crescent Timber & Hardware Pty Ltd,(02) 9660 7133,"Cnr The Crescent and Chapman Rd, Annandale NSW 2038",http://crescenttimber.com.au,73051694789,https://www.yellowpages.com.au/nsw/annandale/crescent-timber-hardware-pty-ltd-11857774-listing.html
Rockbridge Timber,0427 914 016,Manjimup WA 6258,https://www.rockbridgetimber.com.au,24684774301,https://www.yellowpages.com.au/wa/manjimup/rockbridge-timber-14102000-listing.html
Hamilton Sawmills Pty Ltd,(08) 9302 2022,"Unit 4 205 Camboon Rd, Malaga WA 6090",http://www.hamiltonsawmills.com.au,44063994909,https://www.yellowpages.com.au/wa/malaga/hamilton-sawmills-pty-ltd-12061206-listing.html
Gt Pty Ltd Hardwood,(07) 5496 1008,"7 Sawmill Rd, Woodford QLD 4514",,81160917591,https://www.yellowpages.com.au/qld/woodford/gt-pty-ltd-hardwood-14959726-listing.html
Hodgson M J & R J,(02) 6657 3219,"476 McIndoes Rd, Dorrigo NSW 2453",,61265486304,https://www.yellowpages.com.au/nsw/dorrigo/hodgson-m-j-r-j-11934687-listing.html
Gowan Lea Timbers,(07) 5448 7106,"21 Runway Dr, Marcoola QLD 4564",,60292605968,https://www.yellowpages.com.au/qld/marcoola/gowan-lea-timbers-15068718-listing.html
Hornick Cypress,(07) 4622 4249,"44532 Warrego Hwy, Roma QLD 4455",,99163689567,https://www.yellowpages.com.au/qld/roma/hornick-cypress-12442483-listing.html
Injune Cypress,(07) 4626 1155,Injune QLD 4454,,30260957573,https://www.yellowpages.com.au/qld/injune/injune-cypress-11935583-listing.html
Park Road Timber & Hardware Pty Ltd,(03) 8541 9227,Cheltenham VIC 3192,https://www.parkroad.net.au,62006725079,https://www.yellowpages.com.au/vic/cheltenham/park-road-timber-hardware-pty-ltd-12066839-listing.html
Greenmount Timber & Building Supplies,(07) 5513 1555,"11- 15 Enterprise Ave, Tweed Heads South NSW 2486",https://www.greenmounttimber.com.au,37105111984,https://www.yellowpages.com.au/nsw/tweed-heads-south/greenmount-timber-building-supplies-13715735-listing.html
Sweetman's Timber Pty Ltd,(02) 4998 1224,Millfield NSW 2325,http://www.sweetmanstimber.com,47071388586,https://www.yellowpages.com.au/nsw/millfield/sweetmans-timber-pty-ltd-14677770-listing.html
Bendigo Timber Products,1300 131 503,"200 Strickland Rd, Strathdale VIC 3550",http://www.bendigotimber.com.au,25207001890,https://www.yellowpages.com.au/vic/strathdale/bendigo-timber-products-12197872-listing.html
Pilliga Natural Timbers Pty Ltd,(02) 6760 7766,"251-253 Gunnedah Rd, Westdale NSW 2340",http://www.pilliganaturaltimbers.com.au,64128238059,https://www.yellowpages.com.au/nsw/westdale/pilliga-natural-timbers-pty-ltd-14220742-listing.html
Vinsan Salvage,(08) 9279 2040,"25 Katanning St, Bayswater WA 6053",http://www.vinsan.com.au/salvage,55612996700,https://www.yellowpages.com.au/wa/bayswater/vinsan-salvage-12051505-listing.html
Simply Oregon,(03) 9791 9003,"20- 22 Tatterson Rd, Dandenong South VIC 3175",http://www.simplyoregon.com.au,41069123735,https://www.yellowpages.com.au/vic/dandenong-south/simply-oregon-14293322-listing.html
Coffs Harbour Hardwoods,(02) 6649 0853,"161 Tallawudjah Creek Rd, Glenreagh NSW 2450",http://www.coffshardwoods.com.au,86000362167,https://www.yellowpages.com.au/nsw/glenreagh/coffs-harbour-hardwoods-11971683-listing.html
Walker Bros Timber & Building Supplies,(02) 4324 7355,"50-68 Glennie St, Wyoming NSW 2250",http://www.walkerbros.com.au,20000703211,https://www.yellowpages.com.au/nsw/wyoming/walker-bros-timber-building-supplies-13150063-listing.html
Middlesex Mill Pty Ltd,(08) 9777 1996,"212 Middlesex Rd, Manjimup WA 6258",http://www.middlesexmill.com.au,28009233443,https://www.yellowpages.com.au/wa/manjimup/middlesex-mill-pty-ltd-12176652-listing.html
Gympie Timber Co Pty Ltd,(07) 5482 4699,"129 North Deep Creek Rd, Gympie QLD 4570",http://www.gympietimber.com.au,47009684342,https://www.yellowpages.com.au/qld/gympie/gympie-timber-co-pty-ltd-15022533-listing.html
Danaher's Timber & Hardware MITRE10,(03) 9457 2645,"464 Lower Heidelberg Rd, Heidelberg VIC 3084",,93161561584,https://www.yellowpages.com.au/vic/heidelberg/danahers-timber-hardware-mitre10-15379069-listing.html
Virginia Building Supplies,(07) 3633 0724,"75 Yarraman Pl, Virginia QLD 4014",http://www.virginiabuilding.com.au,39054183265,https://www.yellowpages.com.au/qld/virginia/virginia-building-supplies-14931436-listing.html
Barrenjoey Timber,(02) 9997 6236,"107 Darley St, Mona Vale NSW 2103",http://www.barrenjoeytimber.com.au,79001335324,https://www.yellowpages.com.au/nsw/mona-vale/barrenjoey-timber-11913501-listing.html
Perth Timber Co Pty Ltd,,,,88096906142,https://www.yellowpages.com.au/wa/high-wycombe/perth-timber-co-pty-ltd-13020695-listing.html
Williams Group Australia Pty Ltd,(02) 6672 9800,"2-20 Dorrington St, Murwillumbah NSW 2484",http://www.jhwilliams.com.au,28128744990,https://www.yellowpages.com.au/nsw/murwillumbah/williams-group-australia-pty-ltd-12911941-listing.html
Carrolls Timber & Building Supplies,(02) 4394 5291,"Cnr Chelmsford Rd and Pacific Hwy, Charmhaven NSW 2263",http://www.carrollstimber.com.au,21080882426,https://www.yellowpages.com.au/nsw/charmhaven/carrolls-timber-building-supplies-13260530-listing.html
WA Timber Sales,(08) 9302 2311,"57 Triumph Ave, Wangara WA 6065",http://www.watimbersales.com.au,64009371742,https://www.yellowpages.com.au/wa/wangara/wa-timber-sales-12998345-listing.html
Kyneton Plumbing & Building Supplies,(03) 5422 1381,"42 Beauchamp St, Kyneton VIC 3444",https://www.homehardware.com.au,68006779899,https://www.yellowpages.com.au/vic/kyneton/kyneton-plumbing-building-supplies-14688607-listing.html
Timber Wholesale (Tas) Pty Ltd,(03) 6273 3815,"20 Knoll St, Glenorchy TAS 7010",http://www.timberwholesaletas.com.au,16009584141,https://www.yellowpages.com.au/tas/glenorchy/timber-wholesale-tas-pty-ltd-13002926-listing.html
Cutprice Timber,0438 528 347,"4 Tara Rd, Broadmeadow NSW 2292",http://www.cutpricetimber.com.au,76092610636,https://www.yellowpages.com.au/nsw/broadmeadow/cutprice-timber-12247510-listing.html
Greenacres Mill Yornup,(08) 9761 9024,"Donnelley Rd, Yornup WA 6256",http://www.greenacresmill.com.au,22793974161,https://www.yellowpages.com.au/wa/yornup/greenacres-mill-yornup-13495671-listing.html
